sig_HSC_CLP	sig_CLP_ProB	sig_ProB_PreB	sig_PreB_ImmatureB	sig_ImmatureB_TransitionalB	sig_TransitionalB_NaiveCD5neg	sig_TransitionalB_NaiveCD5pos	sig_NaiveCD5neg_NaiveCD5pos
ENSG00000227398	0	0	0	1	0	0	0	0
ENSG00000227403	0	0	0	0	1	0	0	0
ENSG00000227437	0	0	0	0	-1	0	0	0
ENSG00000227486	0	-1	-1	0	0	0	0	0
ENSG00000227495	0	0	0	-1	0	0	0	0
ENSG00000227500	0	0	-1	0	0	0	0	0
ENSG00000227502	0	1	0	0	0	0	0	0
ENSG00000227507	-1	-1	1	-1	-1	0	0	0
ENSG00000227517	0	-1	0	1	0	0	0	0
ENSG00000227560	0	0	1	0	0	0	0	0
ENSG00000227615	0	1	1	0	-1	0	0	0
ENSG00000227627	0	0	0	1	0	0	0	0
ENSG00000227630	0	1	0	0	0	0	0	0
ENSG00000227694	0	1	0	0	0	0	0	0
ENSG00000227704	0	0	0	1	0	0	0	0
ENSG00000227706	0	-1	1	1	0	0	0	0
ENSG00000227755	0	1	0	0	0	0	0	0
ENSG00000227836	0	0	0	1	0	0	0	0
ENSG00000227857	0	0	0	1	0	0	0	0
ENSG00000227896	0	1	0	0	0	0	0	0
ENSG00000227939	0	0	0	1	-1	0	0	0
ENSG00000227946	0	0	0	1	0	0	0	0
ENSG00000227953	0	0	1	1	0	0	0	0
ENSG00000227992	1	0	0	0	0	0	0	0
ENSG00000228013	0	1	0	0	0	0	0	0
ENSG00000228057	0	0	1	0	0	0	0	0
ENSG00000228058	0	0	1	0	0	0	0	0
ENSG00000228065	1	0	1	0	0	0	0	0
ENSG00000228109	0	0	0	1	1	0	0	0
ENSG00000228126	1	-1	0	0	0	0	0	0
ENSG00000228137	1	0	0	0	0	0	0	0
ENSG00000228141	0	0	0	1	0	0	0	0
ENSG00000228149	0	1	0	0	0	0	0	0
ENSG00000228170	-1	0	0	0	0	0	0	0
ENSG00000228205	0	0	0	0	-1	0	0	0
ENSG00000228224	0	0	0	1	0	0	0	0
ENSG00000228232	0	0	0	1	0	0	0	0
ENSG00000228247	0	0	0	1	0	0	0	0
ENSG00000228274	0	1	0	0	0	0	0	0
ENSG00000228288	1	0	0	0	0	0	0	0
ENSG00000228315	0	0	-1	0	0	0	0	0
ENSG00000228331	0	0	1	0	0	0	0	0
ENSG00000228382	0	0	-1	-1	0	0	0	0
ENSG00000228395	0	-1	0	0	0	0	0	0
ENSG00000228399	0	1	0	0	0	0	0	0
ENSG00000228401	1	0	1	1	0	0	0	0
ENSG00000228403	0	0	0	-1	0	0	0	1
ENSG00000228423	0	0	0	-1	0	0	0	0
ENSG00000228430	-1	0	1	0	0	0	0	0
ENSG00000228436	0	0	0	0	1	0	0	0
ENSG00000228446	0	0	0	-1	0	0	0	0
ENSG00000228451	0	0	0	-1	0	0	0	0
ENSG00000228462	0	0	0	0	-1	0	0	0
ENSG00000228477	0	1	0	1	-1	0	0	0
ENSG00000228495	0	-1	1	-1	0	0	0	0
ENSG00000228499	-1	0	0	-1	0	0	0	0
ENSG00000228519	0	0	0	1	0	0	0	0
ENSG00000228526	-1	0	0	1	0	0	0	0
ENSG00000228541	1	0	0	0	0	0	0	0
ENSG00000228544	0	-1	0	0	0	0	0	0
ENSG00000228590	-1	0	1	0	0	0	0	0
ENSG00000228606	1	0	0	0	0	0	0	0
ENSG00000228624	0	0	0	1	0	0	0	0
ENSG00000228649	0	0	0	1	0	0	0	0
ENSG00000228701	0	0	0	1	0	0	0	0
ENSG00000228716	-1	0	0	1	1	0	0	0
ENSG00000228744	0	0	-1	1	0	0	0	0
ENSG00000228778	1	-1	1	0	0	0	0	0
ENSG00000228784	0	0	-1	0	0	0	0	0
ENSG00000228791	1	0	0	0	0	0	0	0
ENSG00000228801	0	0	1	0	-1	0	0	0
ENSG00000228835	0	0	-1	0	0	0	0	0
ENSG00000228839	0	0	0	0	-1	0	0	0
ENSG00000228857	0	0	-1	0	0	0	0	0
ENSG00000228863	0	0	0	-1	0	0	0	0
ENSG00000228877	0	-1	1	0	0	0	0	0
ENSG00000228887	-1	0	0	0	0	0	0	0
ENSG00000228929	0	0	0	0	-1	0	0	0
ENSG00000228938	-1	0	0	0	0	0	0	0
ENSG00000228956	0	0	1	0	0	0	0	0
ENSG00000229043	0	0	0	1	-1	0	0	0
ENSG00000229083	0	0	0	1	0	0	0	0
ENSG00000229106	0	0	0	-1	0	0	0	0
ENSG00000229117	0	1	0	0	-1	0	0	0
ENSG00000229119	0	1	0	1	-1	0	0	0
ENSG00000229150	0	1	0	0	0	0	0	0
ENSG00000229153	0	1	1	0	0	0	0	0
ENSG00000229178	0	-1	0	0	0	0	0	0
ENSG00000229196	1	-1	1	0	0	0	0	0
ENSG00000229246	0	0	0	0	0	1	0	0
ENSG00000229267	0	0	0	1	0	0	0	0
ENSG00000229271	0	0	0	-1	0	0	1	0
ENSG00000229273	-1	0	0	0	0	0	0	0
ENSG00000229278	0	1	0	0	0	0	0	0
ENSG00000229299	0	0	0	1	0	0	0	0
ENSG00000229314	0	0	0	0	1	0	0	0
ENSG00000229320	0	0	1	0	0	0	0	0
ENSG00000229334	0	1	0	0	0	0	0	0
ENSG00000229358	0	0	-1	0	1	0	0	0
ENSG00000229359	0	0	0	1	0	0	0	0
ENSG00000229417	-1	0	0	0	0	0	0	0
ENSG00000229418	0	-1	1	1	0	0	0	0
ENSG00000229425	1	0	1	0	0	0	0	0
ENSG00000229447	0	0	0	0	-1	0	0	0
ENSG00000229473	0	0	0	0	1	0	0	0
ENSG00000229474	1	-1	-1	0	-1	0	0	0
ENSG00000229492	0	0	-1	1	0	0	0	0
ENSG00000229539	1	-1	0	1	0	0	0	0
ENSG00000229543	0	0	-1	1	0	0	0	0
ENSG00000229582	0	1	0	0	0	0	0	0
ENSG00000229589	0	0	0	1	0	0	0	0
ENSG00000229638	0	0	1	0	-1	0	0	0
ENSG00000229659	0	0	0	0	-1	0	0	0
ENSG00000229666	0	1	0	0	0	0	0	0
ENSG00000229671	0	1	0	0	0	0	0	0
ENSG00000229676	0	0	0	1	0	0	0	0
ENSG00000229677	0	0	0	0	1	0	-1	0
ENSG00000229689	0	0	0	1	0	0	0	0
ENSG00000229727	0	1	0	0	0	0	0	0
ENSG00000229782	1	0	0	0	0	0	0	0
ENSG00000229839	0	-1	0	0	0	0	0	0
ENSG00000229852	0	0	0	1	0	0	0	0
ENSG00000229873	0	-1	1	0	0	0	0	0
ENSG00000229901	0	-1	0	0	0	0	0	0
ENSG00000229920	0	0	0	1	0	0	0	0
ENSG00000229950	0	-1	1	1	0	0	0	0
ENSG00000229961	-1	1	0	0	0	0	0	0
ENSG00000229983	-1	0	0	1	0	0	0	0
ENSG00000229989	0	0	0	0	1	0	0	0
ENSG00000229994	0	1	0	1	-1	0	0	0
ENSG00000230018	0	0	1	0	0	0	0	0
ENSG00000230023	0	0	-1	0	0	0	0	0
ENSG00000230061	1	0	0	0	0	0	0	0
ENSG00000230076	0	0	0	0	-1	0	0	0
ENSG00000230084	0	0	0	-1	1	1	0	0
ENSG00000230124	0	0	0	1	-1	0	0	0
ENSG00000230138	-1	0	0	-1	0	0	0	0
ENSG00000230148	-1	0	1	0	0	0	0	0
ENSG00000230155	0	0	0	-1	0	0	0	0
ENSG00000230199	0	1	0	0	-1	0	0	0
ENSG00000230202	0	0	0	0	-1	0	0	0
ENSG00000230207	0	0	0	0	-1	0	0	0
ENSG00000230216	0	1	0	0	0	0	0	0
ENSG00000230266	1	-1	1	1	0	0	0	0
ENSG00000230267	0	-1	1	0	0	0	0	0
ENSG00000230289	0	0	0	1	0	0	0	0
ENSG00000230319	0	0	0	-1	0	0	0	0
ENSG00000230325	0	0	0	0	1	0	0	0
ENSG00000230337	0	0	0	1	0	0	0	0
ENSG00000230366	-1	1	0	0	0	0	0	0
ENSG00000230383	0	0	0	0	-1	0	0	0
ENSG00000230400	0	0	1	0	0	0	0	0
ENSG00000230417	-1	1	0	0	0	0	0	0
ENSG00000230424	0	0	0	1	0	0	0	0
ENSG00000230426	0	0	0	1	0	0	0	0
ENSG00000230508	0	0	0	1	0	0	0	0
ENSG00000230513	0	0	0	1	-1	0	0	0
ENSG00000230521	1	0	0	0	0	0	0	0
ENSG00000230534	0	0	0	0	-1	0	1	0
ENSG00000230537	-1	0	1	0	0	0	0	0
ENSG00000230547	0	0	0	1	0	0	0	0
ENSG00000230587	-1	-1	1	0	0	0	0	0
ENSG00000230590	0	-1	0	0	0	0	0	0
ENSG00000230615	1	0	0	0	0	0	0	0
ENSG00000230623	0	1	1	0	0	0	0	0
ENSG00000230641	0	0	0	0	-1	0	0	0
ENSG00000230679	0	0	1	0	-1	0	0	0
ENSG00000230699	0	1	0	0	0	0	0	0
ENSG00000230701	0	0	0	1	0	0	0	0
ENSG00000230721	0	0	0	0	-1	0	0	0
ENSG00000230734	0	0	0	1	0	0	0	0
ENSG00000230747	0	0	1	0	0	0	0	0
ENSG00000230749	0	1	0	0	0	0	0	0
ENSG00000230751	0	1	0	0	0	0	0	0
ENSG00000230793	-1	0	0	0	0	0	0	0
ENSG00000230795	0	0	1	0	0	0	0	0
ENSG00000230798	0	0	-1	1	1	0	0	0
ENSG00000230844	0	0	0	1	0	0	0	0
ENSG00000230882	0	-1	0	0	0	0	0	0
ENSG00000230897	0	1	0	0	-1	0	0	0
ENSG00000230910	1	0	0	0	0	0	0	0
ENSG00000230945	-1	-1	1	0	0	0	0	0
ENSG00000230979	0	0	0	0	-1	0	0	0
ENSG00000230989	0	0	0	0	1	0	0	0
ENSG00000230993	0	1	0	0	0	0	0	0
ENSG00000231007	0	0	0	1	0	0	0	0
ENSG00000231050	0	0	0	0	1	0	0	0
ENSG00000231064	0	1	0	0	0	0	0	0
ENSG00000231066	0	0	1	0	0	0	0	0
ENSG00000231074	1	0	0	0	0	0	0	0
ENSG00000231082	0	-1	1	0	0	0	0	0
ENSG00000231105	0	0	0	-1	0	0	0	0
ENSG00000231131	0	1	1	0	0	0	0	0
ENSG00000231160	0	0	1	0	-1	0	0	0
ENSG00000231205	0	0	0	1	0	0	0	0
ENSG00000231241	0	0	0	1	0	0	0	0
ENSG00000231249	1	0	0	-1	0	0	0	0
ENSG00000231265	0	0	-1	0	0	0	0	0
ENSG00000231313	0	-1	0	0	0	0	0	0
ENSG00000231327	-1	0	-1	1	0	0	0	0
ENSG00000231359	0	-1	0	1	0	0	0	0
ENSG00000231365	0	0	0	0	-1	0	0	0
ENSG00000231369	0	0	0	0	-1	0	0	0
ENSG00000231389	0	0	0	-1	-1	0	0	0
ENSG00000231392	0	0	0	-1	0	0	0	0
ENSG00000231393	0	0	-1	0	0	0	0	0
ENSG00000231409	0	0	1	0	0	0	0	0
ENSG00000231439	0	0	1	0	-1	0	0	0
ENSG00000231473	0	0	0	0	-1	0	0	0
ENSG00000231475	0	-1	1	0	0	0	0	0
ENSG00000231494	0	0	1	0	0	0	0	0
ENSG00000231500	0	1	0	0	-1	0	0	0
ENSG00000231507	0	-1	0	0	0	0	0	0
ENSG00000231531	0	1	0	0	0	0	0	0
ENSG00000231533	0	-1	1	0	0	0	0	0
ENSG00000231607	-1	-1	0	1	0	0	0	0
ENSG00000231652	1	0	1	0	0	0	0	0
ENSG00000231663	0	0	0	0	-1	0	0	0
ENSG00000231680	-1	1	0	0	0	0	0	0
ENSG00000231705	0	1	-1	-1	0	1	0	0
ENSG00000231711	0	0	1	0	0	-1	0	0
ENSG00000231721	0	1	0	-1	0	0	0	0
ENSG00000231728	0	0	0	1	0	0	0	0
ENSG00000231742	1	0	0	0	0	0	0	0
ENSG00000231747	0	0	1	-1	0	0	0	0
ENSG00000231769	0	1	0	0	0	0	0	0
ENSG00000231770	0	0	0	0	1	0	0	0
ENSG00000231789	0	0	0	0	0	-1	-1	0
ENSG00000231793	0	1	0	-1	0	0	0	0
ENSG00000231799	0	0	0	1	0	0	0	0
ENSG00000231826	0	-1	1	0	0	0	0	0
ENSG00000231830	0	0	0	0	0	-1	0	0
ENSG00000231856	0	-1	0	0	-1	0	0	0
ENSG00000231871	0	0	0	1	0	0	0	0
ENSG00000231887	0	0	0	1	0	0	0	0
ENSG00000231889	0	0	0	1	0	0	0	0
ENSG00000231890	0	0	1	0	0	0	0	0
ENSG00000231916	0	0	0	1	0	0	0	0
ENSG00000231925	0	0	0	-1	0	0	0	0
ENSG00000231927	-1	0	0	1	1	0	0	0
ENSG00000231940	0	1	0	0	0	0	0	0
ENSG00000231991	-1	0	0	0	1	0	0	0
ENSG00000231999	0	0	0	1	1	-1	0	0
ENSG00000232010	0	-1	0	1	0	0	0	0
ENSG00000232021	0	-1	0	1	1	0	0	0
ENSG00000232037	0	0	0	0	-1	0	0	0
ENSG00000232063	0	1	1	0	0	0	0	0
ENSG00000232065	0	-1	0	0	0	0	0	0
ENSG00000232104	0	0	0	1	0	0	0	0
ENSG00000232124	0	-1	0	0	0	0	0	0
ENSG00000232125	1	0	0	0	0	0	0	0
ENSG00000232176	0	0	0	1	0	0	0	0
ENSG00000232216	0	0	1	0	0	0	0	0
ENSG00000232229	-1	0	0	0	0	0	0	0
ENSG00000232265	1	0	0	0	0	0	0	0
ENSG00000232295	0	0	-1	1	0	0	0	0
ENSG00000232310	0	-1	0	0	0	0	0	0
ENSG00000232346	0	1	0	0	-1	0	0	0
ENSG00000232368	0	1	0	0	0	0	0	0
ENSG00000232412	0	0	0	1	0	0	0	0
ENSG00000232434	0	-1	0	0	0	0	0	0
ENSG00000232442	1	-1	0	-1	-1	0	0	0
ENSG00000232463	0	0	0	0	-1	0	0	0
ENSG00000232464	0	-1	1	0	0	0	0	0
ENSG00000232472	0	1	0	1	-1	0	0	0
ENSG00000232533	0	1	0	0	0	0	0	0
ENSG00000232573	0	1	0	0	-1	0	0	0
ENSG00000232593	1	0	0	0	0	0	0	0
ENSG00000232613	0	0	0	-1	0	0	0	0
ENSG00000232626	0	0	0	1	0	0	0	0
ENSG00000232629	0	0	0	0	-1	0	0	0
ENSG00000232648	0	0	0	1	0	0	0	0
ENSG00000232653	0	1	0	0	0	0	0	0
ENSG00000232671	0	0	0	0	0	1	0	0
ENSG00000232677	0	0	0	1	-1	0	0	0
ENSG00000232732	0	0	0	1	0	0	0	0
ENSG00000232774	0	-1	1	0	0	0	0	0
ENSG00000232788	0	-1	0	0	0	0	0	0
ENSG00000232810	-1	0	0	0	0	0	0	0
ENSG00000232823	-1	1	0	0	0	0	0	0
ENSG00000232858	0	0	0	0	-1	0	0	0
ENSG00000232859	0	0	1	-1	0	0	0	0
ENSG00000232860	0	0	0	1	0	0	0	0
ENSG00000232864	-1	0	0	0	0	0	0	0
ENSG00000232874	0	0	0	-1	0	0	0	0
ENSG00000232891	0	0	-1	-1	0	0	0	0
ENSG00000232931	0	0	0	1	-1	0	0	0
ENSG00000232956	0	1	1	0	-1	0	0	0
ENSG00000232965	0	1	0	0	0	0	0	0
ENSG00000232977	0	1	0	0	0	0	0	0
ENSG00000233016	1	0	-1	1	0	0	0	0
ENSG00000233028	0	0	0	-1	0	0	0	0
ENSG00000233056	0	-1	1	0	0	0	0	0
ENSG00000233058	0	1	0	1	0	0	0	0
ENSG00000233101	1	1	1	0	0	0	0	0
ENSG00000233184	0	0	0	-1	-1	0	0	0
ENSG00000233208	0	-1	1	0	0	0	0	0
ENSG00000233223	0	0	0	0	-1	0	0	0
ENSG00000233236	1	1	0	0	0	0	0	0
ENSG00000233237	0	0	-1	0	1	0	0	0
ENSG00000233261	0	-1	0	0	0	0	0	0
ENSG00000233270	0	-1	0	0	0	0	0	0
ENSG00000233276	-1	1	1	0	0	1	0	0
ENSG00000233308	0	0	0	-1	0	0	0	0
ENSG00000233328	0	0	0	1	0	0	0	0
ENSG00000233355	0	0	0	0	1	0	0	0
ENSG00000233360	-1	0	0	0	0	0	0	0
ENSG00000233380	0	0	0	0	-1	0	0	0
ENSG00000233410	0	-1	0	0	0	0	0	0
ENSG00000233427	0	0	-1	1	1	0	0	0
ENSG00000233429	0	0	-1	0	0	0	0	0
ENSG00000233493	0	1	0	1	-1	0	0	0
ENSG00000233514	0	0	0	1	0	0	0	0
ENSG00000233547	0	0	1	0	0	0	0	0
ENSG00000233554	0	0	-1	0	0	0	0	0
ENSG00000233558	0	0	0	0	-1	0	0	0
ENSG00000233586	0	-1	0	0	0	0	0	0
ENSG00000233621	0	1	0	0	0	0	0	0
ENSG00000233654	0	0	0	1	0	0	0	0
ENSG00000233668	0	0	0	1	-1	0	0	0
ENSG00000233672	0	0	0	1	0	0	0	0
ENSG00000233695	1	1	0	-1	0	0	0	0
ENSG00000233708	0	0	0	-1	0	0	0	0
ENSG00000233717	0	0	-1	0	0	0	0	0
ENSG00000233718	1	0	0	0	0	0	0	0
ENSG00000233723	1	1	1	0	0	0	0	0
ENSG00000233760	1	0	0	0	0	0	0	0
ENSG00000233762	0	1	0	1	-1	0	0	0
ENSG00000233818	1	0	1	0	0	0	0	0
ENSG00000233822	0	-1	0	1	0	1	0	0
ENSG00000233834	0	0	1	0	0	0	0	0
ENSG00000233836	0	0	0	1	0	0	0	0
ENSG00000233844	0	0	0	1	0	1	1	0
ENSG00000233871	1	0	0	0	0	0	0	0
ENSG00000233901	0	1	1	0	0	0	0	0
ENSG00000233912	0	-1	0	0	0	0	0	0
ENSG00000233913	0	1	0	0	0	0	0	0
ENSG00000233921	0	0	0	0	-1	0	0	0
ENSG00000233922	1	1	1	0	0	0	0	0
ENSG00000233932	0	0	0	1	0	0	0	0
ENSG00000233966	0	0	0	1	0	0	0	0
ENSG00000233968	1	0	0	0	0	0	0	0
ENSG00000233978	0	-1	1	0	0	0	0	0
ENSG00000234009	0	0	0	0	-1	0	0	0
ENSG00000234026	0	1	0	0	0	0	0	0
ENSG00000234028	0	-1	0	0	0	0	0	0
ENSG00000234062	0	0	0	1	0	0	0	0
ENSG00000234072	0	0	0	1	0	0	0	0
ENSG00000234080	0	0	0	0	-1	0	0	0
ENSG00000234084	0	-1	0	1	1	0	0	0
ENSG00000234107	0	0	0	0	-1	0	0	0
ENSG00000234120	0	0	-1	1	0	0	0	0
ENSG00000234129	0	0	0	1	0	0	0	0
ENSG00000234147	0	1	1	0	0	0	0	0
ENSG00000234156	0	0	0	0	-1	-1	0	0
ENSG00000234167	0	-1	0	0	0	0	0	0
ENSG00000234174	0	0	-1	0	0	0	0	0
ENSG00000234177	0	1	0	0	0	0	0	0
ENSG00000234184	0	0	-1	-1	0	0	0	0
ENSG00000234222	0	0	0	1	0	0	0	0
ENSG00000234241	0	0	0	-1	0	0	0	0
ENSG00000234264	0	0	0	1	0	0	0	0
ENSG00000234277	0	0	1	0	0	0	0	0
ENSG00000234283	0	0	1	0	0	0	0	0
ENSG00000234287	0	0	0	0	-1	0	0	0
ENSG00000234297	0	0	0	1	0	0	0	0
ENSG00000234311	0	1	0	0	0	0	0	0
ENSG00000234323	0	0	0	-1	1	0	0	0
ENSG00000234327	0	0	0	1	0	0	0	0
ENSG00000234335	0	0	1	0	-1	0	0	0
ENSG00000234390	0	0	1	0	0	0	0	0
ENSG00000234420	0	-1	0	0	0	0	0	0
ENSG00000234429	0	0	-1	0	0	0	0	0
ENSG00000234432	1	0	1	0	0	0	0	0
ENSG00000234456	0	1	1	0	0	0	0	0
ENSG00000234465	0	0	0	1	0	0	0	0
ENSG00000234513	0	0	0	0	0	-1	0	0
ENSG00000234527	0	0	-1	0	0	0	0	0
ENSG00000234546	0	1	0	0	0	0	0	0
ENSG00000234572	-1	1	0	-1	-1	0	0	0
ENSG00000234589	0	0	0	0	-1	0	0	0
ENSG00000234608	0	0	0	1	-1	0	0	0
ENSG00000234616	0	0	0	1	0	0	0	0
ENSG00000234617	0	0	1	0	0	0	0	0
ENSG00000234663	-1	0	0	0	0	0	0	0
ENSG00000234683	0	1	0	0	0	0	0	0
ENSG00000234690	1	0	0	0	0	0	0	0
ENSG00000234709	0	0	0	0	-1	0	0	0
ENSG00000234741	1	0	0	0	-1	0	0	0
ENSG00000234742	0	0	0	1	-1	0	0	0
ENSG00000234745	0	0	0	-1	0	0	0	0
ENSG00000234750	0	0	0	1	-1	0	0	0
ENSG00000234751	0	1	0	0	0	0	0	0
ENSG00000234753	0	0	0	0	0	-1	0	0
ENSG00000234769	0	0	0	-1	0	0	0	0
ENSG00000234771	0	0	0	0	-1	0	0	0
ENSG00000234782	0	0	0	0	-1	0	0	0
ENSG00000234785	0	1	0	0	0	0	0	0
ENSG00000234851	0	1	0	0	-1	0	0	0
ENSG00000234880	0	-1	-1	1	1	0	0	0
ENSG00000234883	0	1	0	0	0	0	0	0
ENSG00000234902	0	0	0	-1	0	0	0	0
ENSG00000234912	0	0	0	0	-1	0	0	0
ENSG00000234928	0	0	0	1	0	0	0	0
ENSG00000234936	0	0	0	1	-1	0	0	0
ENSG00000234956	-1	0	0	0	0	0	0	0
ENSG00000234965	0	0	0	-1	-1	0	0	0
ENSG00000234969	0	0	0	1	0	0	0	0
ENSG00000234975	1	0	0	0	0	0	0	0
ENSG00000234981	0	0	0	-1	0	0	0	0
ENSG00000234996	0	1	0	0	0	0	0	0
ENSG00000235021	0	1	0	0	0	0	0	0
ENSG00000235034	0	0	0	0	0	1	1	0
ENSG00000235036	0	0	0	1	0	0	0	0
ENSG00000235072	0	0	1	0	0	0	0	0
ENSG00000235089	0	0	1	0	0	0	0	0
ENSG00000235098	0	1	0	0	0	0	0	0
ENSG00000235106	0	0	-1	0	0	0	0	0
ENSG00000235109	0	0	0	1	0	1	1	0
ENSG00000235128	0	1	0	0	0	0	0	0
ENSG00000235141	-1	0	0	0	0	0	0	0
ENSG00000235159	0	0	1	0	0	0	0	0
ENSG00000235162	-1	1	-1	1	1	0	0	0
ENSG00000235169	1	0	0	0	0	0	0	0
ENSG00000235192	0	0	0	0	-1	0	0	0
ENSG00000235194	1	0	1	-1	0	0	0	0
ENSG00000235211	0	0	0	-1	0	0	0	0
ENSG00000235217	0	0	1	0	0	0	0	0
ENSG00000235225	0	0	0	0	-1	0	0	0
ENSG00000235244	1	1	0	0	0	0	0	0
ENSG00000235257	0	0	1	1	0	0	0	0
ENSG00000235280	1	0	0	0	0	-1	0	0
ENSG00000235354	1	0	0	0	-1	0	0	0
ENSG00000235358	0	0	0	1	0	0	0	0
ENSG00000235374	0	0	-1	1	0	0	0	0
ENSG00000235381	0	0	0	1	0	0	0	0
ENSG00000235397	0	0	-1	0	1	0	0	0
ENSG00000235444	0	0	0	1	0	0	0	0
ENSG00000235453	1	0	-1	0	0	0	0	0
ENSG00000235472	-1	0	0	0	0	0	0	0
ENSG00000235478	-1	1	0	0	0	0	0	0
ENSG00000235480	0	-1	1	0	0	0	0	0
ENSG00000235482	1	0	1	0	0	0	0	0
ENSG00000235505	0	0	0	0	-1	0	0	0
ENSG00000235508	0	1	0	0	-1	0	0	0
ENSG00000235552	0	0	0	1	0	0	0	0
ENSG00000235568	0	0	0	-1	0	0	0	0
ENSG00000235582	0	0	0	1	0	0	0	0
ENSG00000235587	0	0	0	1	0	0	0	0
ENSG00000235605	0	1	0	0	-1	0	0	0
ENSG00000235609	0	0	1	1	0	0	0	0
ENSG00000235613	0	0	0	0	1	0	0	0
ENSG00000235621	0	-1	-1	-1	0	0	0	0
ENSG00000235653	-1	0	0	1	0	0	0	0
ENSG00000235655	0	0	-1	0	0	0	0	0
ENSG00000235663	0	0	1	0	0	0	0	0
ENSG00000235688	0	-1	0	0	0	0	0	0
ENSG00000235706	0	0	0	1	0	0	0	0
ENSG00000235748	0	0	0	1	0	0	0	0
ENSG00000235749	1	0	0	0	0	0	0	0
ENSG00000235750	0	-1	0	-1	0	0	0	0
ENSG00000235802	0	0	-1	1	0	0	0	0
ENSG00000235821	0	0	0	0	-1	0	0	0
ENSG00000235829	0	0	1	0	0	0	0	0
ENSG00000235888	0	0	0	1	0	0	0	0
ENSG00000235897	0	0	0	1	0	0	0	0
ENSG00000235904	0	-1	0	0	0	0	0	0
ENSG00000235912	0	0	0	1	0	0	0	0
ENSG00000235958	1	0	0	0	0	0	0	0
ENSG00000235961	0	1	0	1	0	0	0	0
ENSG00000235997	0	0	0	-1	0	0	0	0
ENSG00000236060	0	1	0	0	0	0	0	0
ENSG00000236075	-1	-1	1	1	0	0	0	0
ENSG00000236140	0	0	1	0	0	0	0	0
ENSG00000236148	0	0	0	-1	0	0	0	0
ENSG00000236155	1	0	0	0	0	0	0	0
ENSG00000236166	0	-1	1	0	0	0	0	0
ENSG00000236200	0	0	0	1	0	0	0	0
ENSG00000236264	0	0	0	1	0	0	0	0
ENSG00000236283	0	0	0	0	-1	0	0	0
ENSG00000236287	0	-1	0	0	0	0	0	0
ENSG00000236290	0	0	0	1	0	0	0	0
ENSG00000236296	0	0	1	0	0	0	0	0
ENSG00000236304	0	0	0	0	-1	0	0	0
ENSG00000236305	0	0	0	0	-1	0	0	0
ENSG00000236307	1	0	0	0	0	0	0	0
ENSG00000236324	0	0	-1	0	1	0	0	0
ENSG00000236358	0	0	0	0	1	0	0	0
ENSG00000236404	0	0	-1	1	0	0	0	0
ENSG00000236409	-1	0	1	0	0	0	0	0
ENSG00000236439	1	0	0	0	-1	0	0	0
ENSG00000236444	0	0	0	0	1	0	0	0
ENSG00000236452	-1	1	0	0	0	0	0	0
ENSG00000236493	1	0	0	0	0	0	0	0
ENSG00000236514	0	0	0	0	-1	0	0	0
ENSG00000236548	0	1	0	0	0	0	0	0
ENSG00000236618	0	0	0	1	0	-1	0	0
ENSG00000236682	0	0	0	0	1	0	0	0
ENSG00000236756	0	0	0	1	0	0	0	0
ENSG00000236762	0	0	0	0	-1	0	0	0
ENSG00000236778	0	0	0	0	-1	0	0	0
ENSG00000236833	0	-1	0	-1	1	0	0	0
ENSG00000236844	0	0	0	1	0	0	0	0
ENSG00000236859	0	0	0	1	0	0	0	0
ENSG00000236901	0	-1	-1	0	0	0	0	0
ENSG00000236935	0	0	-1	0	0	0	0	0
ENSG00000236939	0	1	1	0	0	0	0	0
ENSG00000236977	0	0	0	-1	0	0	-1	0
ENSG00000236992	0	0	0	1	-1	0	0	0
ENSG00000237004	1	0	-1	0	0	0	0	0
ENSG00000237015	1	1	1	0	0	0	0	0
ENSG00000237073	0	0	1	0	0	0	0	0
ENSG00000237077	0	0	0	1	0	0	0	0
ENSG00000237149	1	1	0	0	0	0	0	0
ENSG00000237172	0	0	1	0	0	0	0	0
ENSG00000237186	0	1	0	0	-1	0	0	0
ENSG00000237190	0	0	0	1	0	0	0	0
ENSG00000237232	0	0	0	1	0	0	0	0
ENSG00000237310	0	0	0	1	0	0	0	0
ENSG00000237343	0	0	1	0	0	0	0	0
ENSG00000237352	0	0	1	0	0	0	0	0
ENSG00000237359	0	0	1	0	0	0	0	0
ENSG00000237361	1	0	0	0	0	0	0	0
ENSG00000237372	0	0	1	0	0	0	0	0
ENSG00000237410	0	0	-1	1	1	0	0	0
ENSG00000237422	-1	0	1	0	0	0	0	0
ENSG00000237441	0	0	0	-1	1	0	0	0
ENSG00000237476	0	1	1	0	0	0	0	0
ENSG00000237481	0	0	0	0	0	0	-1	0
ENSG00000237499	-1	0	0	1	0	0	0	0
ENSG00000237505	0	0	1	0	0	0	0	0
ENSG00000237506	0	1	0	0	-1	0	0	0
ENSG00000237512	0	1	0	0	0	0	0	0
ENSG00000237513	0	0	0	-1	0	0	0	0
ENSG00000237550	0	1	0	0	0	0	0	0
ENSG00000237576	-1	0	0	0	0	0	0	0
ENSG00000237594	0	0	0	1	1	0	0	0
ENSG00000237636	0	0	1	0	0	0	0	0
ENSG00000237637	0	1	0	0	0	0	0	0
ENSG00000237638	0	0	-1	-1	0	0	0	0
ENSG00000237649	-1	0	0	1	1	0	0	0
